question,passage,label
are residents of the us virgin islands american citizens,"The U.S. Virgin Islands were originally inhabited by the Ciboney, Carib, and Arawaks. The islands were named by Christopher Columbus on his second voyage in 1493 for Saint Ursula and her virgin followers. Over the next two hundred years, the islands were held by many European powers, including Spain, Great Britain, the Netherlands, France, and Denmark--Norway. In 1927, the inhabitants of the U.S. Virgin Islands were granted American citizenship.",1
is right of abode the same as indefinite leave to remain,"A person who has indefinite leave to remain, the right of abode or Irish citizenship has settled status if resident in the United Kingdom (all full British citizens have the right of abode).",1
did england beat belgium in the world cup,"Their fourth place finish in the 1986 was their best placement in their World Cup history, until 2018 when they finished third after beating England (2-0) in Saint Petersburg.",0
is season five the last season of the originals,"The Originals, a one-hour American supernatural drama, was renewed for a fifth season by The CW on May 10, 2017. The 2016--17 United States television season debut of The Originals was pushed to midseason, as with the fourth season premiere. On July 20, 2017, Julie Plec announced via Twitter that the upcoming season would be the series' last. The fifth season consists of 13 episodes and debuted on April 18, 2018. The series finale aired on August 1, 2018.",1
is a doctor of physical therapy an md,"In the United States a Doctor of Physical Therapy (DPT) degree is a post-baccalaureate clinical doctorate that takes 3 years to complete. A DPT is a practitioner who is educated in many areas of rehabilitation. However, a Doctor of Physical Therapy is not a medical doctor and can not prescribe medication. A Transitional Doctor of Physical Therapy Degree is also offered for those who already hold a professional Bachelor or Master of Physical Therapy (BPT or MPT) degree. As of 2015, all accredited and developing physical therapist programs are DPT programs. The DPT degree currently prepares students to be eligible for the PT license examination in all 50 states. As of March 2017, there are 222 accredited Doctor of Physical Therapy programs in the United States. After completing a DPT program the doctor of physical therapy may continue training in a residency and then fellowship. As of December 2013, there are 178 credentialed physical therapy residencies and 34 fellowships in the US with 63 additional developing residencies and fellowships. Credentialed residencies are between 9 and 36 months while credentialed fellowships are between 6 and 36 months.",0
was the battle of the alamo part of the mexican american war,"The Battle of the Alamo (February 23 -- March 6, 1836) was a pivotal event in the Texas Revolution. Following a 13-day siege, Mexican troops under President General Antonio López de Santa Anna launched an assault on the Alamo Mission near San Antonio de Béxar (modern-day San Antonio, Texas, United States), killing the Texian defenders. Santa Anna's cruelty during the battle inspired many Texians--both Texas settlers and adventurers from the United States--to join the Texian Army. Buoyed by a desire for revenge, the Texians defeated the Mexican Army at the Battle of San Jacinto, on April 21, 1836, ending the revolution.",0
is anzac day and remembrance day the same,"In Australia, Remembrance Day is always observed on 11 November, regardless of the day of the week, and is not a public holiday; it is a time when people can pay their respects to the substantial number of soldiers who died in battle. Some institutions observe two-minute's silence at 11 am through a programme named Read 2 Remember, children read the Pledge of Remembrance by Rupert McCall and teachers deliver specially developed resources to help children understand the significance of the day and the resilience of those who have fought for their country and call on children to also be resilient when facing difficult times. Services are held at 11 am at war memorials and schools in suburbs and cities across the country, at which the ``Last Post'' is sounded by a bugler and a one-minute silence is observed. In recent decades, Remembrance Day has been largely eclipsed as the national day of war commemoration by ANZAC Day (25 April), which is a public holiday in all states.",0
are they making a season 3 of life unexpected,"While Life Unexpected received mostly positive reviews, it struggled in the ratings and was cancelled by The CW in 2011. The show has since been released on DVD, and it is available on Netflix as well as Amazon Video streaming services.",0
can you cut a diamond into a different shape,"Diamond cutting is the practice of changing a diamond from a rough stone into a faceted gem. Cutting diamond requires specialized knowledge, tools, equipment, and techniques because of its extreme difficulty.",1
can you be jailed in canada for offensive speech,"The Criminal Code creates criminal offences with respect to different aspects of hate propaganda. Those offences are decided in the criminal courts and carry penal sanctions, such as fines, probation orders and imprisonment. The federal government also has standards with respect to hate publications in federal laws relating to broadcasting.",1
is the national guard part of the coast guard,"The Coast Guard operates approximately 201 fixed and rotary wing aircraft from 24 Coast Guard Air Stations throughout the contiguous United States, Alaska, Hawaii, and Puerto Rico. Most of these air stations are tenant activities at civilian airports, several of which are former Air Force Bases and Naval Air Stations, although several are also independent military facilities. Coast Guard Air Stations are also located on active Naval Air Stations, Air National Guard bases, and Army Air Fields.",0
do you need a license to watch tv in england,"In the United Kingdom and the Crown dependencies, any household watching or recording live television transmissions as they are being broadcast (terrestrial, satellite, cable, or Internet) is required to hold a television licence. Businesses, hospitals, schools and a range of other organisations are also required to hold television licences to watch and record live TV broadcasts. A television licence is also required to receive video on demand programme services provided by the BBC, on the iPlayer catch-up service.",1
can you land a seaplane in the ocean,"Meanwhile, the pioneering flying-boat designs of François Denhaut had been steadily developed by the Franco-British Aviation Company into a range of practical craft. Smaller than the Felixstowes, several thousand FBAs served with almost all of the Allied forces as reconnaissance craft, patrolling the North Sea, Atlantic and Mediterranean Oceans.",1
does the statute of limitations apply to all crimes,"Crimes considered heinous by society have no statute of limitations. Although there is usually no statute of limitations for murder (particularly first-degree murder), judges have been known to dismiss murder charges in cold cases if they feel the delay violates the defendant's right to a speedy trial. For example, waiting many years for an alibi witness to die before commencing a murder trial would be unconstitutional. In 2003, the U.S. Supreme Court in Stogner v. California ruled that the retroactive extension of the statute of limitations for sexual offenses committed against minors was an unconstitutional ex post facto law.",0
are solar cells the same as solar panels,"A solar cell, or photovoltaic cell, is an electrical device that converts the energy of light directly into electricity by the photovoltaic effect, which is a physical and chemical phenomenon. It is a form of photoelectric cell, defined as a device whose electrical characteristics, such as current, voltage, or resistance, vary when exposed to light. Individual solar cell devices can be combined to form modules, otherwise known as solar panels. In basic terms a single junction silicon solar cell can produce a maximum open-circuit voltage of approximately 0.5 to 0.6 volts.",0
are the channel isles part of great britain,"The Channel Islands (Norman: Îles d'la Manche; French: Îles Anglo-Normandes or Îles de la Manche) are an archipelago in the English Channel, off the French coast of Normandy. They include two Crown dependencies: the Bailiwick of Jersey, which is the largest of the islands; and the Bailiwick of Guernsey, consisting of Guernsey, Alderney, Sark and some smaller islands. They are considered the remnants of the Duchy of Normandy and, although they are not part of the United Kingdom, the UK is responsible for the defence and international relations of the islands. The Crown dependencies are not members of the Commonwealth of Nations or of the European Union. They have a total population of about 164,541, and the bailiwicks' capitals, Saint Helier and Saint Peter Port, have populations of 33,500 and 16,488, respectively. The total area of the islands is 198 km.",0
are fruit roll ups made with real fruit,"In 2011, the Center for Science in the Public Interest sued General Mills over Fruit Roll-Ups, saying that their packaging and marketing was misleading because it presented the product as a nutritious, healthful, fruit-filled snack, despite having approximately the same nutritional profile as gummy bear candies. The lawsuit was settled out of court with General Mills agreeing not to put pictures of fruits on the labels, unless that fruit was actually present in that flavor of the Fruit Roll-Up, and to either stop claiming that the product is ``made with real fruit'', or to include in that potentially misleading statement the percentage of the Fruit Roll-Up that is made from real fruit. These changes took place in 2014.",0
can u be offside from a goal kick,"There is no offside offence if a player receives the ball directly from a goal kick, a corner kick, a throw-in, or a dropped-ball. It is also not an offence if the ball was last deliberately played by an opponent (except for a deliberate save). In this context, according to the IFAB, ``A 'save' is when a player stops, or attempts to stop, a ball which is going into or very close to the goal with any part of the body except the hands/arms (unless the goalkeeper within the penalty area).''",0
is flexor pollicis longus in the carpal tunnel,"The tendons of the flexor digitorum superficialis and profundus pass through a common ulnar sheath, while the tendon of the flexor pollicis longus passes through a separate radial sheath. The mesotendon shared by these tendons is attached to the radial and palmar walls of the carpal tunnel.",1
will there be a season 7 of puss in boots on netflix,"The Adventures of Puss in Boots is an American computer-animated web television series. It stars the character Puss in Boots from the DreamWorks Animation Shrek franchise and its 2011 spin-off film, voiced by Eric Bauza. The series premiered with its first five episodes on Netflix on January 16, 2015; the sixth and final season was released on January 26, 2018.",0
is it bad to wash your hair with shower gel,"Shower gels for men may contain the ingredient menthol, which gives a cooling and stimulating sensation on the skin, and some men's shower gels are also designed specifically for use on hair and body. Shower gels contain milder surfactant bases than shampoos, and some also contain gentle conditioning agents in the formula. This means that shower gels can also double as an effective and perfectly acceptable substitute to shampoo, even if they are not labelled as a hair and body wash. Washing hair with shower gel should give approximately the same result as using a moisturising shampoo.",1
is it possible for a zebra and a horse to interbreed,"A zorse is the offspring of a zebra stallion and a horse mare. This cross is also called a zebrula, zebrule, or zebra mule. The rarer reverse pairing is sometimes called a horbra, hebra, zebrinny or zebret. Like most other animal hybrids, the zorse is sterile.",1
is race 3 a continuation of race 2,"Race is a series of Indian action-thriller films. The series is directed by Abbas-Mustan, Remo D'Souza and produced by Ramesh S. Taurani, Kumar S. Taurani and Salman Khan under the banner of Tips Industries and Salman Khan Films. The series stars Anil Kapoor and Saif Ali Khan as recurring roles for first 2 films, Race and Race 2. The third film, Race 3 has an unrelated plot. It stars Anil Kapoor, who plays a new role, and Salman Khan. Race 3 received poor reviews from critics, but became the third highest-grossing film . The makers are moving to make Race 4 which will again be a new story that will roll on 2020. The first film is loosely based on the 1998 Hollywood movie Goodbye Lover.",0
is it possible to have thunder without rain,"A dry thunderstorm or heat storm is a thunderstorm that produces thunder and lightning, but most or all of its precipitation evaporates before reaching the ground. Dry lightning refers to lightning strikes occurring in this situation. Both are so common in the American West that they are sometimes used interchangeably. The latter term is a technical misnomer since lightning itself is neither wet nor dry.",1
is call of duty world at war based on world war 1,"Call of Duty: World at War is a first-person shooter video game developed by Treyarch and published by Activision. It was released for Microsoft Windows, the PlayStation 3, Xbox 360, and Wii in November 2008. It is the fifth mainstream game of the Call of Duty series and returns the setting to World War II. The game is also the first title in the Black Ops story line. World at War received ports featuring different storyline versions, while remaining in the World War II setting, for the Nintendo DS and PlayStation 2. A Windows Mobile version was also made available by Glu Mobile.",0
is a sq m the same as m2,"The square metre (International spelling as used by the International Bureau of Weights and Measures) or square meter (American spelling) is the SI derived unit of area, with symbol m.",1
is a dogfish part of the shark family,"The spiny dogfish, spurdog, mud shark, or piked dogfish (Squalus acanthias) is one of the best known species of the Squalidae (dogfish) family of sharks, which is part of the Squaliformes order. While these common names may apply to several species, Squalus acanthias is distinguished by having two spines (one anterior to each dorsal fin) and lacks an anal fin. It is found mostly in shallow waters and further offshore in most parts of the world, especially in temperate waters. Spiny dogfish in the northern Pacific Ocean have recently been reevaluated and found to constitute a separate species, now known as ``Pacific spiny dogfish'', Squalus suckleyi.",1
was looking for mr goodbar based on a true story,"Roseann Quinn (November 17, 1944 -- January 2, 1973) was an American schoolteacher in New York City who was stabbed to death in 1973. Her murder inspired Judith Rossner's best-selling 1975 novel Looking for Mr. Goodbar, which was adapted as a 1977 film directed by Richard Brooks and starring Diane Keaton. Quinn's murder also inspired the 1977 account Closing Time: The True Story of the ``Goodbar'' Murder by New York Times journalist Lacey Fosburgh. The case was the subject of a Season 3 episode of Investigation Discovery's series A Crime to Remember in 2015 (``Last Night Stand'').",1
is boom gaspar a member of pearl jam,"Kenneth E. Gaspar (born February 3, 1953), more commonly known as Boom Gaspar, is an American musician who has performed with the American rock band Pearl Jam as a piano/keyboard/organ player since 2002.",1
are there 104 episodes of phineas and ferb,"The following is a list of episodes from the Disney Channel Original Series Phineas and Ferb, which ran from August 17, 2007, to June 12, 2015. The show ended with a total of 222 segments (133 episodes).",0
has any team won 3 championships in a row,"There have been numerous instances of teams winning three or more consecutive championships in the National Basketball Association, National Hockey League, Major League Baseball and Australian Football League most of which occurred prior to the advent of the term three-peat.",1
are discouraged workers part of the unemployment rate,"As a general practice, discouraged workers, who are often classified as marginally attached to the labor force, on the margins of the labor force, or as part of hidden unemployment, are not considered part of the labor force, and are thus not counted in most official unemployment rates--which influences the appearance and interpretation of unemployment statistics. Although some countries offer alternative measures of unemployment rate, the existence of discouraged workers can be inferred from a low employment-to-population ratio.",0
is there a opening ceremony for world cup,"The opening ceremony took place on Thursday, 14 June 2018, at the Luzhniki Stadium in Moscow, preceding the opening match of the tournament between hosts Russia and Saudi Arabia.",1
is i 30 in dallas a toll road,"The section of I-30 between Dallas and Fort Worth is designated the Tom Landry Highway in honor of the long-time Dallas Cowboys coach. Though I-30 passed well south of Texas Stadium, the Cowboys' former home, their new stadium in Arlington, Texas is near I-30. However, the freeway designation was made before Arlington voted to build Cowboys Stadium. This section was previously known as the Dallas-Fort Worth Turnpike, which preceded the Interstate System. Although tolls had not been collected for many years, it was still known locally as the Dallas-Fort Worth Turnpike until receiving its present name. The section from downtown Dallas to Arlington was recently widened to over 16 lanes in some sections, by 2010. From June 15, 2010, through February 6, 2011, this 30-mile (48 km) section of I-30 was temporarily designated as the ``Tom Landry Super Bowl Highway'' in commemoration of Super Bowl XLV which was played at Cowboys Stadium.",0
are the raiders really moving to las vegas,"The Oakland Raiders relocation to Las Vegas was a successful effort by the owner of the Oakland Raiders (Mark Davis) to relocate the American football club from its current and longtime home of Oakland, California to Paradise, Nevada. The team is scheduled to begin play as the Las Vegas Raiders for the 2020 National Football League (NFL) season, playing home games at the Las Vegas Stadium, although a move to Las Vegas could happen as soon as 2019 with Sam Boyd Stadium. NFL team owners voted 31--1 to approve the move, which was announced at the annual league meetings in Phoenix, Arizona on March 27, 2017. The Raiders became the third NFL franchise to relocate in the 2010s, following the Rams' move from St. Louis, Missouri to Los Angeles, California on January 12, 2016, and the Chargers' move from San Diego, California to Los Angeles on January 12, 2017. The Raiders' move to Las Vegas comes after years of failed efforts to renovate or replace the Oakland--Alameda County Coliseum, which has been rated by multiple sources as one of the worst stadiums in the NFL.",1
did ireland ever win the soccer world cup,"Their first appearance in the finals was in Italy at the 1990 FIFA World Cup. 1990 was also their best performance in a major championship, where they reached the quarter finals.",0
is american sign language the only sign language,"There are perhaps three hundred sign languages in use around the world today. The number is not known with any confidence; new sign languages emerge frequently through creolization and de novo (and occasionally through language planning). In some countries, such as Sri Lanka and Tanzania, each school for the deaf may have a separate language, known only to its students and sometimes denied by the school; on the other hand, countries may share sign languages, though sometimes under different names (Croatian and Serbian, Indian and Pakistani). Deaf sign languages also arise outside educational institutions, especially in village communities with high levels of congenital deafness, but there are significant sign languages developed for the hearing as well, such as the speech-taboo languages used in aboriginal Australia. Scholars are doing field surveys to identify the world's sign languages.",0
is the vice president the head of the senate,"As the Senate president, the vice president presides over its deliberations (or delegates this task to a member of the Senate), but is allowed to vote only when it is necessary to break a tie. While this vote-casting prerogative has been exercised chiefly on legislative issues, it has also been used to break ties on the election of Senate officers, as well as on the appointment of Senate committees. In this capacity, the vice president also presides over joint sessions of Congress.",1
do the days get longer and shorter at the equator,"Although the daytime length at the Equator remains 12 hours in all seasons, the duration at all other latitudes varies with the seasons. During the winter, daytime lasts shorter than 12 hours; during the summer, it lasts longer than 12 hours. Northern winter and southern summer concur, while northern summer and southern winter concur.",0
is there a bart station in antioch ca,"Antioch (or Hillcrest Avenue) is a Bay Area Rapid Transit (BART) station on the Antioch--SFO/Millbrae line served by diesel multiple unit technology. It is located in the median of Highway 4 at Hillcrest Avenue in Antioch, California.",1
will there be a 800 words season 4,"In December of 2017, the Seven network announced the show has been renewed for a fourth season.",1
is the movie sling blade a true story,"Sling Blade is a 1996 American drama film written and directed by Billy Bob Thornton, who also stars in the lead role. Set in rural Arkansas, the film tells the story of a man named Karl Childers who has an intellectual disability and is released from a psychiatric hospital, where he has lived since killing his mother and her lover when he was 12 years old, and the friendship he develops with a young boy and his mother. In addition to Thornton, it stars Dwight Yoakam, J.T. Walsh, John Ritter, Lucas Black, Natalie Canerday, James Hampton, and Robert Duvall.",0
do away goals count in the league 2 playoffs,"Before the 1999--2000 season away goals were used as a tie-breaker after extra time had been played, however, this was abolished following a club initiative launched by then-Ipswich Town chairman David Sheepshanks, after his club had twice lost on away goals in 1997 and 1999. Since then away goals have played no part in the play-off system.",0
has there ever been a shooting at a hospital,"The 2010 Lörrach hospital shooting rampage occurred on 19 September 2010 in the small town of Lörrach, Germany near the Swiss border. Sabine Radmacher, a 41-year-old woman, killed her five-year-old son and the boy's father, her ex-partner. She then crossed the street to St. Elisabethen Hospital, where she shot and stabbed one male nurse, killing him, and also injuring eighteen others, including a police officer. Soon after, the woman was fatally shot by special police units.",1
are kidneys on both sides of your body,"In humans, the kidneys are located high in the abdominal cavity, one on each side of the spine, and lie in a retroperitoneal position at a slightly oblique angle. The asymmetry within the abdominal cavity, caused by the position of the liver, typically results in the right kidney being slightly lower and smaller than the left, and being placed slightly more to the middle than the left kidney. The left kidney is approximately at the vertebral level T12 to L3, and the right is slightly lower. The right kidney sits just below the diaphragm and posterior to the liver. The left sits below the diaphragm and posterior to the spleen. On top of each kidney is an adrenal gland. The upper parts of the kidneys are partially protected by the 11th and 12th ribs. Each kidney, with its adrenal gland is surrounded by two layers of fat: the perirenal fat present between renal fascia and renal capsule and pararenal fat superior to the renal fascia.",1
is rocky balboa in the boxing hall of fame,"In 2011, Sylvester Stallone was inducted into the International Boxing Hall of Fame for his work on the Rocky Balboa character, having ``entertained and inspired boxing fans from around the world''. Additionally, Stallone was awarded the Boxing Writers Association of America award for ``Lifetime Cinematic Achievement in Boxing.''",1
can you go out on a double in chicken foot,A round is over when either one player plays the last domino in their hand or no players can make a legal play. The latter situation can occur if someone plays a double that no longer has three remaining free dominoes to play on it and the boneyard is exhausted.,1
do house and cuddy get back together in season 8,"The relationship between House and Cuddy is known by the portmanteau term ``Huddy''. Cuddy has what USA Today's Peter Johnson terms a ``cat-and-mouse'' relationship with House. Edelstein has described it as ``a really complicated, adult relationship'', explaining: ``These are people who have very full lives and lots of responsibilities that perhaps conflict with their feelings for each other.'' The actress ``would love for them to have a (romantic) relationship, because it could be as complicated as the rest of their relationship'', however, she is unsure how it would affect the dynamics of the show. Jacobs commented at the end of the show's third season: ``I can't see them pairing them in a permanent fashion. But they are close; they have gone through a lot together. Might there be a moment of weakness in which the two might explore their chemistry? Maybe.'' Questioned at the end of the fourth season on whether Cuddy and House would ever consummate their relationship on-screen, Jacobs responded: ``there is heat and chemistry between them and I never want to see that go away because that is the essence of their relationship. (...) we'll never ignore (their chemistry) because, as I said, it's the very essence of them. She wouldn't forgive him over and over again if he wasn't so brilliant in her eyes, clearly she's got a soft spot for him. And he has one for her. You will continue to see that.'' Prior to the beginning of the fifth season, series creator David Shore discussed his intention to further the relationship between the two, as: ``If House is capable of any relationship with anyone, it's Cuddy. We can't have them dancing around forever.'' Following the fifth season revelation that House had hallucinated a physical relationship with Cuddy, Shore commented on the storyline's continuation into the sixth season: ``it would be dishonest to just let that disappear. Obviously House has feelings for her. Even though the love affair didn't happen, in House's mind it did.'' Edelstein does not know whether the two characters will eventually end up together, however believes that the combination of frustration and love Cuddy feels for House ``makes for a very interesting relationship'', as: ``there's a great deal of admiration and respect, and also an incredible amount of annoyance and frustration, which is like how most relationships are in your life.'' As of the very end of the Sixth Season finale, Help Me, House and Cuddy appear to have entered a romantic relationship. In the closing minutes of the episode, House came very close to relapsing and taking vicodin once again, at which point Cuddy entered to tell him that she had ended her relationship with Lucas. She professed her love for House, which led to them kissing briefly. A close-up shot of their clasped hands (House's left, Cuddy's right) was the closing shot of the episode, as well as the season. The relationship later ends in season 7; in the episode ``Bombshells''.",0
does the sun ever shine from the north,"In the Northern Hemisphere, the winter sun (December, January, February) rises in the southeast, transits the celestial meridian at a low angle in the south (more than 43° above the southern horizon in the tropics), and then sets in the southwest. It is on the south (equator) side of the house all day long. A vertical window facing south (equator side) is effective for capturing solar thermal energy. For comparison, the winter sun in the Southern Hemisphere (June, July, August) rises in the northeast, peaks out at a low angle in the north (more than halfway up from the horizon in the tropics), and then sets in the northwest. There, the north-facing window would let in plenty of solar thermal energy to the house.",1
will being flat footed keep you out of the military,"Studies analyzing the correlation between flat feet and physical injuries in soldiers have been inconclusive, but none suggests that flat feet are an impediment, at least in soldiers who reached the age of military recruitment without prior foot problems. Instead, in this population, there is a suggestion of more injury in high arched feet. A 2005 study of Royal Australian Air Force recruits that tracked the recruits over the course of their basic training found that neither flat feet nor high arched feet had any impact on physical functioning, injury rates or foot health. If anything, there was a tendency for those with flat feet to have fewer injuries. Another study of 295 Israel Defense Forces recruits found that those with high arches suffered almost four times as many stress fractures as those with the lowest arches. A later study of 449 U.S. Navy special warfare trainees found no significant difference in the incidence of stress fractures among sailors and Marines with different arch heights.",0
is republic of ireland part of schengen visa,"Although Ireland is a member of the European Union, it has an opt-out from the Schengen Area and is therefore able to set its own visa policy. Ireland also operates the Common Travel Area with the United Kingdom, the Channel Islands and the Isle of Man which allows for open internal borders between the countries and territories. Established in 1923, it permits British and Irish citizens to freely move around the Common Travel Area with minimal identity documents.",0
are greenwich village and the west village the same,"The neighborhood is bordered by Broadway to the east, the North River (part of the Hudson River) to the west, Houston Street to the south, and 14th Street to the north, and roughly centered on Washington Square Park and New York University. The neighborhoods surrounding it are the East Village and NoHo to the east, SoHo to the south, and Chelsea to the north. The East Village was formerly considered part of the Lower East Side and has never been considered a part of Greenwich Village. The western part of Greenwich Village is known as the West Village; the dividing line of its eastern border is debated. Some believe it starts at Seventh Avenue and its southern extension, a border to the west of which the neighborhood changes substantially in character and becomes heavily residential. Others say the West Village starts one avenue further east at Sixth Avenue, where the east-west streets in the city's grid plan start to orient themselves on an angle to the traditionally perpendicular grid plan occupying most of Manhattan. The Far West Village is another sub-neighborhood of Greenwich Village that is bordered on its west by the Hudson River and on its east by Hudson Street. Greenwich Village is located in New York's 10th congressional district, New York's 25th State Senate district, New York's 66th State Assembly district, and New York City Council's 3rd district.",0
is rafflesia the largest flower in the world,"The name ``corpse flower'' applied to Rafflesia can be confusing because this common name also refers to the titan arum (Amorphophallus titanum) of the family Araceae. Moreover, because Amorphophallus has the world's largest unbranched inflorescence, it is sometimes mistakenly credited as having the world's largest flower. Both Rafflesia and Amorphophallus are flowering plants, but they are only distantly related. Rafflesia arnoldii has the largest single flower of any flowering plant, at least in terms of weight. Amorphophallus titanum has the largest unbranched inflorescence, while the talipot palm (Corypha umbraculifera) forms the largest branched inflorescence, containing thousands of flowers; the talipot is monocarpic, meaning the individual plants die after flowering.",0
is great america the same as six flags,"Six Flags Great America is an amusement park located in Gurnee, Illinois. Part of the Six Flags chain, Great America was first opened in 1976 by the Marriott Corporation as Marriott's Great America. Six Flags has owned and operated the park since 1984, making it the seventh park in the chain. The park offers ten themed areas, as well as Hurricane Harbor, a 20-acre (81,000 m) water park, and three specially themed children's areas.",0
is health care free in the united states,"In 2013, 64% of health spending was paid for by the government, and funded via programs such as Medicare, Medicaid, the Children's Health Insurance Program, and the Veterans Health Administration. People aged under 67 acquire insurance via their or a family member's employer, by purchasing health insurance on their own, or are uninsured. Health insurance for public sector employees is primarily provided by the government in its role as employer.",0
can you run on a caught foul ball,"In baseball, to tag up is for a baserunner to retouch or remain on their starting base (the time-of-pitch base) until (after) the ball either lands in fair territory or is first touched by a fielder. By rule, baserunners must tag up when a fly ball is caught in flight by a fielder. After a legal tag up, runners are free to attempt to advance, even if the ball was caught in foul territory. On long fly ball outs, runners can often gain a base; when a runner scores by these means, this is called a sacrifice fly. On short fly balls, runners seldom attempt to advance after tagging up, due to the high risk of being thrown out.",1
are quantum mechanics and quantum physics the same,"Quantum mechanics (QM; also known as quantum physics, quantum theory, the wave mechanical model, or matrix mechanics), including quantum field theory, is a fundamental theory in physics which describes nature at the smallest scales of energy levels of atoms and subatomic particles.",1
is a markup language designed to describe data,"In computer text processing, a markup language is a system for annotating a document in a way that is syntactically distinguishable from the text. The idea and terminology evolved from the ``marking up'' of paper manuscripts, i.e., the revision instructions by editors, traditionally written with a blue pencil on authors' manuscripts. In digital media, this ``blue pencil instruction text'' was replaced by tags, that is, instructions are expressed directly by tags or ``instruction text encapsulated by tags.'' However the whole idea of a mark up language is to avoid the formatting work for the text, as the tags in the mark up language serve the purpose to format the appropriate text (like a header or beginning of a next para...etc.). Every tag used in a Markup language has a property to format the text we write.",0
does monetary neutrality mean that changes in the money supply can never affect real​ gdp,"Neutrality of money is the idea that a change in the stock of money affects only nominal variables in the economy such as prices, wages, and exchange rates, with no effect on real variables, like employment, real GDP, and real consumption. Neutrality of money is an important idea in classical economics and is related to the classical dichotomy. It implies that the central bank does not affect the real economy (e.g., the number of jobs, the size of real GDP, the amount of real investment) by creating money. Instead, any increase in the supply of money would be offset by a proportional rise in prices and wages. This assumption underlies some mainstream macroeconomic models (e.g., real business cycle models). Others like monetarism view money as being neutral only in the long-run.",1
was popcorn once eaten as a breakfast cereal,Popcorn as a breakfast cereal was consumed by Americans in the 1800s and generally consisted of popcorn with milk and a sweetener.,1
can you take the money in who wants to be a millionaire,"Who Wants to Be a Millionaire? is a British quiz show, created and produced by David Briggs, and made for the ITV network. The show's format, devised by Briggs, sees contestants taking on multiple-choice questions, based upon general knowledge, winning a cash prize for each question they answer correctly, with the amount offered increasing as they take on more difficult questions. To assist each contestant who takes part, they are given three lifelines to use, may walk away with the money they already have won if they wish not to risk answering a question, and are provided with a safety net that grants them a guaranteed cash prize if they give an incorrect answer, provided they reach a specific milestone in the quiz.",1
can you have too much oxygen in your body,"The result of breathing increased partial pressures of oxygen is hyperoxia, an excess of oxygen in body tissues. The body is affected in different ways depending on the type of exposure. Central nervous system toxicity is caused by short exposure to high partial pressures of oxygen at greater than atmospheric pressure. Pulmonary and ocular toxicity result from longer exposure to increased oxygen levels at normal pressure. Symptoms may include disorientation, breathing problems, and vision changes such as myopia. Prolonged exposure to above-normal oxygen partial pressures, or shorter exposures to very high partial pressures, can cause oxidative damage to cell membranes, collapse of the alveoli in the lungs, retinal detachment, and seizures. Oxygen toxicity is managed by reducing the exposure to increased oxygen levels. Studies show that, in the long term, a robust recovery from most types of oxygen toxicity is possible.",1
do i need to put oil in a 2 stroke engine,"Unlike a four-stroke engine, whose crankcase is closed except for its ventilation system, a two-stroke engine uses the crankcase as part of the induction tract, and therefore, oil must be mixed with gasoline to be distributed throughout the engine for lubrication. The resultant mix is referred to as petroil. This oil is ultimately burned along with the fuel as a total-loss oiling system. This results in increased exhaust emissions, sometimes with excess smoke and/or a distinctive odor.",1
are you allowed to have your phone in prison,"In most prisons, inmates are forbidden from possessing mobile phones due to their ability to communicate with the outside world and other security issues. Mobile phones are one of the most smuggled items into prisons. They provide inmates the ability to make and receive unauthorized phone calls, send email and text messages, use social media, and follow news pertaining to their case, among other forbidden uses.",0
is i cant believe its not butter margarine,"In addition to a regular and 'light' spread, Unilever also uses the brand name to market a liquid butter substitute contained in a spray-bottle. This product is an emulsion of vegetable oil in water formulated with a 'hint' of butter flavor (derived from buttermilk) and is marketed as having zero calories and zero fat content. In 2017, Unilever announced two new varieties, ``It's Vegan'' and ``It's Organic''.",0
is psalm 119 the longest chapter of the bible,"Psalm 119 (Greek numbering: Psalm 118) is the longest psalm as well as the longest chapter in the Bible. It is referred to in Hebrew by its opening words, ``Ashrei temimei derech'' (``happy are those whose way is perfect''). It is the prayer of one who delights in and lives by the Torah, the sacred law. With 176 verses, it is the longest chapter of the entire bible. Unlike most other psalms the author did not include his name in the text.",1
did they use a real gorilla in mighty joe young,"In most of the film, Joe was portrayed by creature-suit performer John Alexander, who wore a radio-controlled animatronic gorilla mask and full body suit created by special makeup effects artist Rick Baker and his crew at Cinovation Studios. To achieve those scenes, Alexander often acted on miniature sets surrounded by blue screen; visual-effects house DreamQuest Images then composited him into footage shot earlier. Joe as an infant was performed by Verne Troyer. For certain scenes, the filmmakers used three full-sized animatronics (one in quadruped, one sitting down, and one in a dead position) also created by Baker's crew. For the digital Joe, visual-effects houses DreamQuest Images and Industrial Light & Magic worked on different scenes, using the same model provided by Baker. Many of these performances were achieved by key-frame animation, but to portray the digital Joe running and jumping, motion-capture data from an infant chimpanzee were used.",0
is there a fourth season of doctor doctor,"On 28 September 2016, Nine renewed the program for a second season after just two episodes having been aired. On 11 October 2017, the series was renewed for a third season at Nine's upfronts. and premiered on Monday, 6 August 2018, instead of the previous Wednesday night slot. On 17 October 2018 the series was renewed for a fourth season.",0
